㞎㞎	ba3 ba5
少爷	shao4 ye5
少男	shao4 nan2
少男少女	shao4 nan2 shao4 nv3
少白头	shao4 bai2 tou2
少艾	shao4 ai4
少说为佳	shao3 shuo1 wei2 jia1
少部分	shao3 bu4 fen5
少间	shao3 jian4
少阳病	shao4 yang2 bing4
少阳经	shao4 yang2 jing1
尜儿	ga2 r5
尜尜	ga2 ga5
尤为	you2 wei2
尥蹶子	liao4 jue3 zi5
就地	jiu4 di4
就地取材	jiu4 di4 qu3 cai2
就地正法	jiu4 di4 zheng4 fa3
尸首	shi1 shou5
尺寸	chi3 cun5
尽先	jin3 xian1
尽兴	jin4 xing4
尽力而为	jin4 li4 er2 wei2
尽可能	jin3 ke3 neng2
尽快	jin3 kuai4
尽数	jin3 shu4
尽早	jin3 zao3
尽管	jin3 guan3
尽自	jin3 zi5
尽量	jin3 liang4
尾巴	wei3 ba5
尿泡	sui1 pao5
尿盆儿	niao4 pen2 r5
尿脬	sui1 pao1
局地	ju2 di4
局长	ju2 zhang3
屁墩儿	pi4 dun1 r5
屁屁	pi4 pi5
屁眼儿	pi4 yan3 r5
屁股	pi4 gu5
屁股眼	pi4 gu5 yan3
屁股蛋	pi4 gu5 dan4
屁股蹲儿	pi4 gu5 dun1 r5
层出叠见	ceng2 chu1 die2 xian4
层见叠出	ceng2 xian4 die2 chu1
屄屄	bi1 bi5
屄样儿	bi1 yang4 r5
居丧	ju1 sang1
居住地	ju1 zhu4 di4
居处	ju1 chu3
屈戌儿	qu1 qu5 r5
屈指可数	qu1 zhi3 ke3 shu3
屎壳郎	shi3 ke2 lang4
屎蚵螂	shi3 ke1 lang2
屏息	bing3 xi1
屏气	bing3 qi4
屏营	bing1 ying2
屏退	bing3 tui4
屏除	bing3 chu2
属地	shu3 di4
属意	zhu3 yi4
属文	zhu3 wen2
属相	shu3 xiang4
山地	shan1 di4
山地同胞	shan1 di4 tong2 bao1
山地车	shan1 di4 che1
山峦重叠	shan1 luan2 chong2 die2
山斗	shan1 dou3
山核桃	shan1 he2 tao5
山药	shan1 yao5
山药蛋	shan1 yao5 dan4
山阿	shan1 e1
山难	shan1 nan4
岁数	sui4 shu5
岗卡	gang3 qia3
岗地	gang3 di4
岳得尔歌	yue4 de2 er3 ge1
峒室	dong4 shi4
崛地而起	jue2 di4 er2 qi3
州长	zhou1 zhang3
工伤假	gong1 shang1 jia4
工口	ei1 luo2
工地	gong1 di4
工地秀	gong1 di4 xiu4
工坊	gong1 fang2
工夫	gong1 fu5
工尺谱	gong1 che3 pu3
工矿用地	gong1 kuang4 yong4 di4
左不过	zuo3 bu5 guo4
左右为难	zuo3 you4 wei2 nan2
左边	zuo3 bian5
左边儿	zuo3 bian5 r5
巨子	ju4 zi3
差一点	cha4 yi1 dian3
差一点儿	cha4 yi1 dian3 r5
差不多	cha4 bu5 duo1
差不多的	cha4 bu5 duo1 de5
差不离	cha4 bu4 li2
差不离儿	cha4 bu4 li2 r5
差事	chai1 shi5
差使	chai1 shi3
差劲	cha4 jin4
差役	chai1 yi4
差得多	cha4 de5 duo1
差旅	chai1 lv3
差旅费	chai1 lv3 fei4
差派	chai1 pai4
差点	cha4 dian3
差点儿	cha4 dian3 r5
差点没	cha4 dian3 mei2
差生	cha4 sheng1
差评	cha4 ping2
差谬	cha4 miu4
差远	cha4 yuan3
差遣	chai1 qian3
巴不得	ba1 bu5 de5
巴儿狗	ba1 r5 gou3
巴巴结结	ba1 ba1 jie1 jie1
巴掌	ba1 zhang5
巴结	ba1 jie5
巷弄	xiang4 long4
市担	shi4 dan4
市长	shi4 zhang3
布娃娃	bu4 wa2 wa5
帅气	shuai4 qi5
师傅	shi1 fu5
师父	shi1 fu5
师长	shi1 zhang3
帐篷	zhang4 peng5
帑藏	tang3 zang4
帖服	tie1 fu2
帝都	di4 du1
带儿	dai4 r5
带去	dai4 qu5
带电粒子	dai4 dian4 li4 zi3
带薪休假	dai4 xin1 xiu1 jia4
席地	xi2 di4
席地而坐	xi2 di4 er2 zuo4
席地而睡	xi2 di4 er2 shui4
帮倒忙	bang1 dao4 mang2
帮帮忙	bang1 bang5 mang2
帮手	bang1 shou5
帽子叔叔	mao4 zi5 shu1 shu5
帽箍儿	mao4 gu1 r5
干事	gan4 shi5
干事长	gan4 shi5 zhang3
干休	gan1 xiu1
干俸	gan1 feng4
干儿	gan1 er2
干儿子	gan1 er2 zi5
干冰	gan1 bing1
干净	gan1 jing4
干净利落	gan1 jing4 li4 luo5
干叶	gan1 ye4
干号	gan1 hao2
干呕	gan1 ou3
干咳	gan1 ke2
干哕	gan1 yue5
干嘛	gan4 ma2
干嚎	gan1 hao2
干女儿	gan1 nv3 er2
干妈	gan1 ma1
干姜	gan1 jiang1
干娘	gan1 niang2
干尸	gan1 shi1
干巴巴	gan1 ba1 ba1
干戈	gan1 ge1
干手机	gan1 shou3 ji1
干打垒	gan1 da3 lei3
干扰	gan1 rao3
干扰素	gan1 rao3 su4
干支	gan1 zhi1
干政	gan1 zheng4
干旱	gan1 han4
干旱土	gan1 han4 tu3
干杯	gan1 bei1
干果	gan1 guo3
干枯	gan1 ku1
干柴烈火	gan1 chai2 lie4 huo3
干梅子	gan1 mei2 zi5
干洗	gan1 xi3
干活儿	gan4 huo2 r5
干涉	gan1 she4
干涉仪	gan1 she4 yi2
干涩	gan1 se4
干涸	gan1 he2
干渴	gan1 ke3
干潮	gan1 chao2
干煸	gan1 bian1
干煸豆角	gan1 bian1 dou4 jiao3
干燥	gan1 zao4
干燥剂	gan1 zao4 ji4
干燥机	gan1 zao4 ji1
干爹	gan1 die1
干爽	gan1 shuang3
干物女	gan1 wu4 nv3
干犯	gan1 fan4
干电池	gan1 dian4 chi2
干瘦	gan1 shou4
干瘪	gan1 bie3
干癣	gan1 xuan3
干眼症	gan1 yan3 zheng4
干着急	gan1 zhao2 ji2
干瞪眼	gan1 deng4 yan3
干笑	gan1 xiao4
干等	gan1 deng3
干粉	gan1 fen3
干粮	gan1 liang2
干粮袋	gan1 liang2 dai4
干系	gan1 xi4
干脆	gan1 cui4
干脆利索	gan1 cui4 li4 suo5
干脆利落	gan1 cui4 li4 luo5
干草	gan1 cao3
干菜	gan1 cai4
干衣	gan1 yi1
干裂	gan1 lie4
干证	gan1 zheng4
干谒	gan1 ye4
干贝	gan1 bei4
干货	gan1 huo4
干透	gan1 tou4
干酪	gan1 lao4
干酪素	gan1 lao4 su4
干锅	gan1 guo1
干面	gan1 mian4
干预	gan1 yu4
干饭	gan1 fan4
干馏	gan1 liu2
平地	ping2 di4
平地木	ping2 di4 mu4
平地机	ping2 di4 ji1
平地起家	ping2 di4 qi3 jia1
平铺直叙	ping2 pu1 zhi2 xu4
年假	nian2 jia4
年头儿	nian2 tou2 r5
年少	nian2 shao4
年少无知	nian2 shao4 wu2 zhi1
年成	nian2 cheng5
年画儿	nian2 hua4 r5
年轻有为	nian2 qing1 you3 wei2
年载	nian2 zai3
年长	nian2 zhang3
并不在乎	bing4 bu4 zai4 hu5
并处	bing4 chu3
幸运饼干	xing4 yun4 bing3 gan1
幼子	you4 zi3
广为	guang3 wei2
广播地址	guang3 bo1 di4 zhi3
庄稼地	zhuang1 jia5 di4
庄稼户儿	zhuang1 jia5 hu4 r5
庄稼活儿	zhuang1 jia5 huo2 r5
庇荫	bi4 yin4
序曲	xu4 qu3
应付	ying4 fu5
应付自如	ying4 fu5 zi4 ru2
应付裕如	ying4 fu5 yu4 ru2
应付账款	ying1 fu4 zhang4 kuan3
应付过去	ying4 fu5 guo4 qu5
应允	ying1 yun3
应分	ying1 fen4
应名	ying1 ming2
应名儿	ying1 ming2 r5
应和	ying4 he4
应届	ying1 jie4
应届生	ying1 jie4 sheng1
应当	ying1 dang1
应得	ying1 de2
应收	ying1 shou1
应收账款	ying1 shou1 zhang4 kuan3
应景儿	ying4 jing3 r5
应有	ying1 you3
应有尽有	ying1 you3 jin4 you3
应计	ying1 ji4
应计基础	ying1 ji4 ji1 chu3
应许	ying1 xu3
应该	ying1 gai1
应该的	ying1 gai1 de5
应酬	ying4 chou5
底下	di3 xia5
店长	dian4 zhang3
庚子	geng1 zi3
庚子国变	geng1 zi3 guo2 bian4
废物点心	fei4 wu4 dian3 xin5
度假	du4 jia4
度假区	du4 jia4 qu1
度假村	du4 jia4 cun1
度数	du4 shu5
座儿	zuo4 r5
庭长	ting2 zhang3
庶几	shu4 ji1
庶子	shu4 zi3
延误费	yan2 wu5 fei4
建都	jian4 du1
开倒车	kai1 dao4 che1
开卷	kai1 juan4
开卷有益	kai1 juan4 you3 yi4
开发银行	kai1 fa1 yin2 hang2
开地	kai1 di4
开塞露	kai1 sai4 lu4
开天辟地	kai1 tian1 pi4 di4
开小差	kai1 xiao3 chai1
开杆	kai1 gan1
开花儿	kai1 hua1 r5
开花结实	kai1 hua1 jie1 shi2
开花结果	kai1 hua1 jie1 guo3
开衩	kai1 cha4
开锣喝道	kai1 luo2 he4 dao4
异地	yi4 di4
异地恋	yi4 di4 lian4
异曲同工	yi4 qu3 tong2 gong1
异议分子	yi4 yi4 fen4 zi3
弃子	qi4 zi3
弃舍	qi4 she3
弄不懂	nong4 bu5 dong3
弄不清	nong4 bu5 qing1
弄堂	long4 tang2
弄明白	nong4 ming2 bai5
弄混	nong4 hun2
弓弦儿	gong1 xian2 r5
引以为傲	yin3 yi3 wei2 ao4
引以为憾	yin3 yi3 wei2 han4
引以为戒	yin3 yi3 wei2 jie4
引以为荣	yin3 yi3 wei2 rong2
引以为鉴	yin3 yi3 wei2 jian4
引吭高歌	yin3 hang2 gao1 ge1
引得	yin3 de2
引着	yin3 zhao2
弟兄	di4 xiong5
弟子	di4 zi3
弟弟	di4 di5
张牙舞爪	zhang1 ya2 wu3 zhao3
张罗	zhang1 luo5
弥撒	mi2 sa5
弥缝	mi2 feng2
弦乐	xian2 yue4
弦乐器	xian2 yue4 qi4
弦乐队	xian2 yue4 dui4
弦切角	xian2 qie1 jiao3
弦鸣乐器	xian2 ming2 yue4 qi4
弱不禁风	ruo4 bu4 jin1 feng1
弹丸之地	dan4 wan2 zhi1 di4
弹冠相庆	tan2 guan1 xiang1 qing4
弹出	tan2 chu1
弹力	tan2 li4
弹劾	tan2 he2
弹压	tan2 ya1
弹唱	tan2 chang4
弹回	tan2 hui2
弹奏	tan2 zou4
弹射	tan2 she4
弹射座椅	tan2 she4 zuo4 yi3
弹射座舱	tan2 she4 zuo4 cang1
弹性	tan2 xing4
弹性形变	tan2 xing4 xing2 bian4
弹性模量	tan2 xing4 mo2 liang4
弹拨	tan2 bo1
弹拨乐	tan2 bo1 yue4
弹拨乐器	tan2 bo1 yue4 qi4
弹指	tan2 zhi3
弹指之间	tan2 zhi3 zhi1 jian1
弹斥	tan2 chi4
弹涂鱼	tan2 tu2 yu2
弹牙	tan2 ya2
弹球	tan2 qiu2
弹球盘	tan2 qiu2 pan2
弹琴	tan2 qin2
弹窗	tan2 chuang1
弹簧	tan2 huang2
弹簧刀	tan2 huang2 dao1
弹簧垫圈	tan2 huang2 dian4 quan1
弹簧秤	tan2 huang2 cheng4
弹簧锁	tan2 huang2 suo3
弹簧门	tan2 huang2 men2
弹纠	tan2 jiu1
弹舌	tan2 she2
弹花	tan2 hua1
弹词	tan2 ci2
弹跳	tan2 tiao4
弹跳板	tan2 tiao4 ban3
强买强卖	qiang3 mai3 qiang3 mai4
强人所难	qiang3 ren2 suo3 nan2
强使	qiang3 shi3
强劲	qiang2 jing4
强嘴	jiang4 zui3
强子	qiang2 zi3
强征	qiang3 zheng1
强忍	qiang3 ren3
强拉	qiang3 la1
强撑	qiang3 cheng1
强横	qiang2 heng4
强求	qiang3 qiu2
强词夺理	qiang3 ci2 duo2 li3
强辩	qiang3 bian4
强辩到底	qiang3 bian4 dao4 di3
强迫	qiang3 po4
强迫劳动	qiang3 po4 lao2 dong4
强迫性	qiang3 po4 xing4
强迫症	qiang3 po4 zheng4
强迫观念	qiang3 po4 guan1 nian4
强逼	qiang3 bi1
强颜欢笑	qiang3 yan2 huan1 xiao4
归省	gui1 xing3
归置	gui1 zhi5
归还	gui1 huan2
当上	dang1 shang5
当作	dang4 zuo4
当做	dang4 zuo4
当儿	dang1 r5
当回事	dang4 hui2 shi4
当回事儿	dang4 hui2 shi4 r5
当地	dang1 di4
当地居民	dang1 di4 ju1 min2
当地时间	dang1 di4 shi2 jian1
当夜	dang4 ye4
当成	dang4 cheng2
当掉	dang4 diao4
当日	dang4 ri4
当真	dang4 zhen1
当耳旁风	dang4 er3 pang2 feng1
当耳边风	dang4 er3 bian1 feng1
当行出色	dang1 hang2 chu1 se4
当铺	dang4 pu4
录供	lu4 gong4
形单影只	xing2 dan1 ying3 zhi1
彬彬君子	bin1 bin1 jun1 zi3
影像处理	ying3 xiang4 chu3 li3
影儿	ying3 r5
影响因子	ying3 xiang3 yin1 zi3
往心里去	wang3 xin1 li5 qu4
往泥里踩	wang3 ni4 li3 cai3
往还	wang3 huan2
征传	zheng1 zhuan4
征地	zheng1 di4
征得	zheng1 de2
待会	dai1 hui5
待会儿	dai1 hui4 r5
待见	dai4 jian5
徒子徒孙	tu2 zi3 tu2 sun1
徒长	tu2 zhang3
得不偿失	de2 bu4 chang2 shi1
得不到	de2 bu4 dao4
得中	de2 zhong4
得主	de2 zhu3
得了	de2 le5
得亏	dei3 kui1
得令	de2 ling4
得以	de2 yi3
得体	de2 ti3
得便	de2 bian4
得偿所愿	de2 chang2 suo3 yuan4
得出	de2 chu1
得分	de2 fen1
得利	de2 li4
得到	de2 dao4
得力	de2 li4
得势	de2 shi4
得名	de2 ming2
得天独厚	de2 tian1 du2 hou4
得失	de2 shi1
得奖	de2 jiang3
得宜	de2 yi2
得宠	de2 chong3
得寸进尺	de2 cun4 jin4 chi3
得当	de2 dang4
得心应手	de2 xin1 ying4 shou3
得志	de2 zhi4
得悉	de2 xi1
得意	de2 yi4
得意忘形	de2 yi4 wang4 xing2
得意洋洋	de2 yi4 yang2 yang2
得意门生	de2 yi4 men2 sheng1
得所应得	de2 suo3 ying1 de2
得手	de2 shou3
得救	de2 jiu4
得数	de2 shu4
得无	de2 wu2
得来	de2 lai2
得来不易	de2 lai2 bu4 yi4
得来速	de2 lai2 su4
得标	de2 biao1
得气	de2 qi4
得法	de2 fa3
得瑟	de4 se5
得病	de2 bing4
得益	de2 yi4
得益于	de2 yi4 yu2
得直	de2 zhi2
得看	dei3 kan4
得着	de2 zhao2
得知	de2 zhi1
得票	de2 piao4
得票率	de2 piao4 lv4
得空	de2 kong4
得罪	de2 zui4
得而复失	de2 er2 fu4 shi1
得胜	de2 sheng4
得色	de2 se4
得要	dei3 yao4
得证	de2 zheng4
得过且过	de2 guo4 qie3 guo4
得逞	de2 cheng3
得道	de2 dao4
得道多助	de2 dao4 duo1 zhu4
得陇望蜀	de2 long3 wang4 shu3
得鱼忘筌	de2 yu2 wang4 quan2
循分	xun2 fen4
微中子	wei1 zhong1 zi3
微创	wei1 chuang1
微创手术	wei1 chuang1 shou3 shu4
微处理器	wei1 chu3 li3 qi4
微处理机	wei1 chu3 li3 ji1
微电子	wei1 dian4 zi3
微电子学	wei1 dian4 zi3 xue2
微调	wei1 tiao2
德性	de2 xing5
德薄能鲜	de2 bo2 neng2 xian3
心事重重	xin1 shi4 chong2 chong2
心地	xin1 di4
心地善良	xin1 di4 shan4 liang2
心塞	xin1 sai1
心安理得	xin1 an1 li3 de2
心宽体胖	xin1 kuan1 ti3 pan2
心广体胖	xin1 guang3 ti3 pan2
心得	xin1 de2
心得安	xin1 de2 an1
心思	xin1 si5
心眼儿	xin1 yan3 r5
心神不属	xin1 shen2 bu4 zhu3
心窝儿	xin1 wo1 r5
心累	xin1 lei4
心细如发	xin1 xi4 ru2 fa4
心脏	xin1 zang4
心脏杂音	xin1 zang4 za2 yin1
心脏疾患	xin1 zang4 ji2 huan4
心脏病	xin1 zang4 bing4
心脏骤停	xin1 zang4 zhou4 ting2
心里	xin1 li5
心里有鬼	xin1 li5 you3 gui3
心里痒痒	xin1 li3 yang3 yang5
心里话	xin1 li5 hua4
必将	bi4 jiang1
必得	bi4 dei3
忌妒	ji4 du5
忍不住	ren3 bu5 zhu4
忍俊不禁	ren3 jun4 bu4 jin1
忖度	cun3 duo2
志得意满	zhi4 de2 yi4 man3
忘不了	wang4 bu5 liao3
忙忙叨叨	mang2 mang5 dao1 dao1
忙活	mang2 huo5
快中子	kuai4 zhong1 zi3
快当	kuai4 dang5
快板儿	kuai4 ban3 r5
快活	kuai4 huo5
快点儿	kuai4 dian3 r5
念叨	nian4 dao5
念头	nian4 tou5
念想儿	nian4 xiang5 r5
忽悠	hu1 you5
态度	tai4 du5
怂恿	song3 yong3
怎么得了	zen3 me5 de2 liao3
怎么着	zen3 me5 zhao1
怒发冲冠	nu4 fa4 chong1 guan1
怒喝	nu4 he4
怔住	zheng4 zhu4
怔忪	zheng1 zhong1
怔怔	zheng4 zheng4
怔神儿	zheng1 shen2 r5
思维地图	si1 wei2 di4 tu2
思觉失调	si1 jue2 shi1 tiao2
思量	si1 liang5
怡然自得	yi2 ran2 zi4 de2
急人之难	ji2 ren2 zhi1 nan4
急公好义	ji2 gong1 hao4 yi4
急难	ji2 nan4
性偏好	xing4 pian1 hao4
性关系	xing4 guan1 xi5
性别角色	xing4 bie2 jue2 se4
性地	xing4 di4
性行为	xing4 xing2 wei2
怨不得	yuan4 bu5 de5
怨怼	yuan4 dui4
怨艾	yuan4 yi4
怪不得	guai4 bu5 de5
怪叔叔	guai4 shu1 shu5
怪念头	guai4 nian4 tou5
怪模怪样	guai4 mu2 guai4 yang4
怪物	guai4 wu5
怪相	guai4 xiang4
总书记	zong3 shu1 ji5
总会会长	zong3 hui4 hui4 zhang3
总供给	zong3 gong1 ji3
总参谋长	zong3 can1 mou2 zhang3
总干事	zong3 gan4 shi5
总得	zong3 dei3
总杆赛	zong3 gan1 sai4
总理衙门	zong3 li3 ya2 men5
恁么	ren4 me5
恁般	ren4 ban1
恋恋不舍	lian4 lian4 bu4 she3
恐吓	kong3 he4
恐怖分子	kong3 bu4 fen4 zi3
恐怖片儿	kong3 bu4 pian1 r5
恣意妄为	zi4 yi4 wang4 wei2
恨不得	hen4 bu5 de5
恨不能	hen4 bu5 neng2
恨恶	hen4 wu4
恩将仇报	en1 jiang1 chou2 bao4
恩眄	en1 mian3
恫吓	dong4 he4
恭维	gong1 wei5
恰如其分	qia4 ru2 qi2 fen4
恰当	qia4 dang4
恶创	e4 chuang1
恶名儿	e4 ming2 r5
恶少	e4 shao4
恶心	e3 xin1
恶恨	wu4 hen4
恶意中伤	e4 yi4 zhong4 shang1
恶煞	e4 sha4
恶相	e4 xiang4
恶语中伤	e4 yu3 zhong4 shang1
悄声	qiao3 sheng1
悄悄话	qiao1 qiao5 hua4
悄无声息	qiao3 wu2 sheng1 xi1
悄然	qiao3 ran2
悄然无声	qiao3 ran2 wu2 sheng1
患上	huan4 shang5
患得患失	huan4 de2 huan4 shi1
患难	huan4 nan4
患难之交	huan4 nan4 zhi1 jiao1
悲歌当哭	bei1 ge1 dang4 ku1
情不自禁	qing2 bu4 zi4 jin1
情儿	qing2 r5
情分	qing2 fen4
情形	qing2 xing5
情急了	qing2 ji2 liao3
情非得已	qing2 fei1 de2 yi3
惊为天人	jing1 wei2 tian1 ren2
惊天动地	jing1 tian1 dong4 di4
惩处	cheng2 chu3
惯家	guan4 jia5
想不到	xiang3 bu5 dao4
想不开	xiang3 bu5 kai1
想不通	xiang3 bu5 tong1
想头	xiang3 tou5
想起来	xiang3 qi5 lai5
惹不起	re3 bu5 qi3
惹麻烦	re3 ma2 fan5
意兴	yi4 xing4
意兴索然	yi4 xing4 suo3 ran2
意思	yi4 si5
愚氓	yu2 meng2
感兴趣	gan3 xing4 qu4
感天动地	gan3 tian1 dong4 di4
感性认识	gan3 xing4 ren4 shi5
愣劲儿	leng4 jin4 r5
愣神儿	leng4 shen2 r5
愧悔无地	kui4 hui3 wu2 di4
慈姑	ci2 gu5
慈悲为本	ci2 bei1 wei2 ben3
慌里慌张	huang1 li5 huang1 zhang1
慢慢吞吞	man4 man5 tun1 tun1
慷慨输将	kang1 kai3 shu1 jiang1
憋不住	bie1 bu5 zhu4
憋闷	bie1 men5
憨厚	han1 hou5
懂行	dong3 hang2
懂门儿	dong3 men2 r5
懒散	lan3 san3
懒洋洋	lan3 yang1 yang1
懒骨头	lan3 gu3 tou5
懮虑	you1 lv4
戊子	wu4 zi3
戎行	rong2 hang2
戏曲	xi4 qu3
成为	cheng2 wei2
成分	cheng2 fen4
成方儿	cheng2 fang1 r5
成败得失	cheng2 bai4 de2 shi1
成长	cheng2 zhang3
成长率	cheng2 zhang3 lv4
我勒个去	wo3 le4 ge5 qu4
我操	wo3 cao4
我这个人	wo3 zhe4 ge5 ren2
我这儿	wo3 zhe5 r5
戒指	jie4 zhi5
或将	huo4 jiang1
战地	zhan4 di4
戳不住	chuo1 bu5 zhu4
戳个儿	chuo1 ge4 r5
戳份儿	chuo1 fen4 r5
戳儿	chuo1 r5
戳脊梁	chuo1 ji3 liang5
戳脊梁骨	chuo1 ji3 liang5 gu3
戴上	dai4 shang5
户限为穿	hu4 xian4 wei2 chuan1
戽斗	hu4 dou3
房地产	fang2 di4 chan3
所为	suo3 wei2
所作所为	suo3 zuo4 suo3 wei2
所在地	suo3 zai4 di4
所得	suo3 de2
所得税	suo3 de2 shui4
扁担	bian3 dan5
扁舟	pian1 zhou1
扁食	bian3 shi5
扇动	shan1 dong4
扇尾沙锥	shan1 wei3 sha1 zhui1
扇面琴	shan1 mian4 qin2
扇风	shan1 feng1
扇风耳朵	shan1 feng1 er3 duo5
手不释卷	shou3 bu4 shi4 juan4
手倒立	shou3 dao4 li4
手扳葫芦	shou3 ban1 hu2 lu5
手把	shou3 ba4
手拉葫芦	shou3 la1 hu2 lu5
手指头	shou3 zhi3 tou5
手板葫芦	shou3 ban3 hu2 lu5
手相	shou3 xiang4
手眼协调	shou3 yan3 xie2 tiao2
手缝	shou3 feng2
手钻	shou3 zuan4
才分	cai2 fen4
才媛	cai2 yuan4
才子	cai2 zi3
才子佳人	cai2 zi3 jia1 ren2
才高八斗	cai2 gao1 ba1 dou3
扎实	zha1 shi5
扎带	za1 dai4
扎扎实实	zha1 zha5 shi2 shi2
扎染	za1 ran3
扎线带	za1 xian4 dai4
扑扇	pu1 shan5
扑棱	pu1 leng1
扑脸儿	pu1 lian3 r5
扑腾	pu1 teng5
扒头儿	ba1 tou5 r5
扒屋牵牛	ba1 wu1 qian1 niu2
扒开	ba1 kai1
扒拉	ba1 la5
扒搂	pa2 lou5
扒皮	ba1 pi2
扒车	ba1 che1
扒钉	ba1 ding1
打不过	da3 bu5 guo4
打不通	da3 bu5 tong1
打中	da3 zhong4
打冷战	da3 leng3 zhan5
打击乐器	da3 ji1 yue4 qi4
打发	da3 fa5
打听	da3 ting5
打呼噜	da3 hu1 lu5
打哄	da3 hong3
打哈哈	da3 ha1 ha5
打哈哈儿	da3 ha1 ha5 r5
打哈欠	da3 ha1 qian5
打响鼻儿	da3 xiang3 bi2 r5
打嗝儿	da3 ge2 r5
打嘴巴	da3 zui3 ba5
打嚏喷	da3 ti4 pen5
打地铺	da3 di4 pu4
打场	da3 chang2
打埋伏	da3 mai2 fu5
打孔钻	da3 kong3 zuan4
打官司	da3 guan1 si5
打定主意	da3 ding4 zhu3 yi5
打屁股	da3 pi4 gu5
打心眼里	da3 xin1 yan3 li5
打手	da3 shou5
打扮	da3 ban5
打把势	da3 ba3 shi5
打招呼	da3 zhao1 hu5
打挺儿	da3 ting3 r5
打擂台	da3 lei4 tai2
打旋儿	da3 xuan2 r5
打档	da3 dang3
打档车	da3 dang3 che1
打比方	da3 bi3 fang5
打点	da3 dian5
打烊	da3 yang4
打的	da3 di1
打盹儿	da3 dun3 r5
打短儿	da3 duan3 r5
打薄剪刀	da3 bao2 jian3 dao1
打谷场	da3 gu3 chang2
打趔趄	da3 lie4 qie5
打趸儿	da3 dun3 r5
打跟头	da3 gen1 tou5
打转	da3 zhuan4
打量	da3 liang5
打顿儿	da3 dun4 r5
打颤	da3 zhan4
打马虎眼	da3 ma3 hu5 yan3
托运行李	tuo1 yun4 xing2 li5
扛把子	kang2 ba3 zi5
扣眼儿	kou4 yan3 r5
执拗	zhi2 niu4
执着	zhi2 zhuo2
执行长	zhi2 xing2 zhang3
扫兴	sao3 xing4
扫地	sao3 di4
扫帚	sao4 zhou5
扫帚星	sao4 zhou5 xing1
扫把	sao4 ba3
扫把星	sao4 ba3 xing1
扬子鳄	yang2 zi3 e4
扭亏为盈	niu3 kui1 wei2 ying2
扭捏	niu3 nie5
扮相	ban4 xiang4
扯鸡巴蛋	che3 ji1 ba5 dan4
扳不倒儿	ban1 bu4 dao3 r5
扳指儿	ban1 zhi3 r5
扳本儿	ban1 ben3 r5
批假	pi1 jia4
批卷	pi1 juan4
批处理	pi1 chu3 li3
找不到	zhao3 bu5 dao4
找不着	zhao3 bu5 zhao2
找不着北	zhao3 bu5 zhao2 bei3
找不自在	zhao3 bu4 zi4 zai5
找刺儿	zhao3 ci4 r5
找台阶儿	zhao3 tai2 jie1 r5
找头	zhao3 tou5
找着	zhao3 zhao2
找碴儿	zhao3 cha2 r5
找补	zhao3 bu5
找麻烦	zhao3 ma2 fan5
技术知识	ji4 shu4 zhi1 shi5
抄近儿	chao1 jin4 r5
把儿	ba4 r5
把子	ba4 zi5
把手	ba3 shou5
抓功夫	zhua1 gong1 fu5
抓地	zhua1 di4
抓地力	zhua1 di4 li4
抓娃娃机	zhua1 wa2 wa5 ji1
抓子儿	zhua1 zi3 r5
抓工夫	zhua1 gong1 fu5
抓挠	zhua1 nao5
投中	tou2 zhong4
投其所好	tou2 qi2 suo3 hao4
投奔	tou2 ben4
投票地点	tou2 piao4 di4 dian3
投行	tou2 hang2
投资银行	tou2 zi1 yin2 hang2
投降	tou2 xiang2
抖搂	dou3 lou5
折刀儿	zhe2 dao1 r5
折头	zhe2 tou5
折本	she2 ben3
折秤	she2 cheng4
折箩	zhe1 luo2
折缝	zhe2 feng2
折耗	she2 hao4
折腾	zhe1 teng5
折跟头	zhe1 gen1 tou5
折过儿	zhe1 guo4 r5
折钱	she2 qian2
抛夫弃子	pao1 fu1 qi4 zi3
抛妻弃子	pao1 qi1 qi4 zi3
抛家弃子	pao1 jia1 qi4 zi3
抛撒	pao1 sa3
抠字眼儿	kou1 zi4 yan3 r5
抠抠搜搜	kou1 kou5 sou1 sou1
抠搜	kou1 sou5
抠门儿	kou1 men2 r5
抡元	lun2 yuan2
抢生意	qiang3 sheng1 yi5
抢风	qiang1 feng1
抢风航行	qiang1 feng1 hang2 xing2
护发乳	hu4 fa4 ru3
护发素	hu4 fa4 su4
护士	hu4 shi5
报丧	bao4 sang1
报载	bao4 zai3
报酬	bao4 chou5
披头散发	pi1 tou2 san4 fa4
抬举	tai2 ju5
抹布	ma1 bu4
抹胸	mo4 xiong1
押解	ya1 jie4
抽中	chou1 zhong4
抽佣	chou1 yong4
抽咽	chou1 ye4
抽嘴巴	chou1 zui3 ba5
抽屉	chou1 ti5
抽抽噎噎	chou1 chou5 ye1 ye1
抽搭	chou1 da5
抽斗	chou1 dou3
抽空	chou1 kong4
担仔面	dan4 zai3 mian4
担子	dan4 zi5
担懮	dan1 you1
担担面	dan4 dan4 mian4
担荷	dan1 he4
拇指甲	mu3 zhi3 jia5
拉㞎㞎	la1 ba3 ba5
拉交情	la1 jiao1 qing5
拉勾儿	la1 gou1 r5
拉后钩儿	la1 hou4 gou1 r5
拉呱	la1 gua5
拉开架势	la1 kai1 jia4 shi5
拉扯	la1 che5
拉扯大	la1 che5 da4
拉杆	la1 gan1
拉碴	la1 cha1
